Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Wade Baldwin,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-9,MEM,1,1,2017,20170420
Deyonta Davis,0,2,.000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-7,MEM,1,1,2017,20170420
Jarell Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,MEM,1,1,2017,20170420
Troy Daniels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2,MEM,1,1,2017,20170420
Jae Crowder,5,9,.556,1,4,.250,0,0,0,0,2,2,1,2,0,1,4,11,+5,BOS,0,1,2017,20170423
Al Horford,6,11,.545,1,3,.333,2,2,1.000,1,11,12,4,1,1,1,1,15,+5,BOS,0,1,2017,20170423
Isaiah Thomas,10,21,.476,1,9,.111,12,13,.923,0,4,4,7,1,0,5,4,33,+17,BOS,0,1,2017,20170423
Avery Bradley,3,9,.333,1,6,.167,1,2,.500,1,0,1,2,1,0,3,3,8,+2,BOS,0,1,2017,20170423
Gerald Green,7,13,.538,4,9,.444,0,0,0,2,5,7,0,0,0,1,1,18,+4,BOS,0,1,2017,20170423
Marcus Smart,2,8,.250,1,2,.500,0,0,0,5,4,9,6,1,1,2,5,5,+9,BOS,0,1,2017,20170423
Kelly Olynyk,4,4,1.000,1,1,1.000,1,3,.333,0,3,3,0,1,1,0,4,10,+5,BOS,0,1,2017,20170423
Terry Rozier,1,4,.250,0,2,.000,0,0,0,0,1,1,0,0,0,0,0,2,0,BOS,0,1,2017,20170423
Jonas Jerebko,0,3,.000,0,1,.000,2,2,1.000,2,1,3,2,0,1,0,2,2,+1,BOS,0,1,2017,20170423
Jaylen Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,BOS,0,1,2017,20170423
Jimmy Butler,7,16,.438,0,3,.000,19,23,.826,1,4,5,9,1,0,1,4,33,-4,CHI,1,0,2017,20170423
Dwyane Wade,5,12,.417,0,2,.000,1,1,1.000,1,5,6,2,1,2,2,2,11,-5,CHI,1,0,2017,20170423
Nikola Mirotić,4,11,.364,2,8,.250,3,3,1.000,0,7,7,1,1,0,1,4,13,-5,CHI,1,0,2017,20170423
Robin Lopez,4,8,.500,0,0,0,0,0,0,6,1,7,0,0,0,2,2,8,-4,CHI,1,0,2017,20170423
Jerian Grant,0,3,.000,0,1,.000,0,0,0,0,0,0,1,0,0,0,0,0,-10,CHI,1,0,2017,20170423
Isaiah Canaan,4,10,.400,3,7,.429,2,4,.500,0,2,2,3,2,0,0,2,13,+11,CHI,1,0,2017,20170423
Bobby Portis,4,7,.571,0,1,.000,0,0,0,1,7,8,1,0,1,1,1,8,-3,CHI,1,0,2017,20170423
Paul Zipser,0,2,.000,0,1,.000,0,0,0,1,2,3,0,0,0,1,1,0,-8,CHI,1,0,2017,20170423
Cristiano Felício,1,1,1.000,0,0,0,1,2,.500,0,3,3,0,0,0,1,4,3,-3,CHI,1,0,2017,20170423
Michael Carter-Williams,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,-11,CHI,1,0,2017,20170423
Joffrey Lauvergne,3,6,.500,0,1,.000,0,0,0,2,1,3,1,0,0,1,1,6,-3,CHI,1,0,2017,20170423
Kawhi Leonard,7,14,0.5,1,4,0.25,1,3,0.333,2,4,6,4,1,1,3,2,16,-15.0,SAS,0,0,2017,20170507
Danny Green,1,4,0.25,1,3,0.333,0,0,0.0,0,3,3,0,1,2,0,0,3,-14.0,SAS,0,0,2017,20170507
LaMarcus Aldridge,7,13,0.538,0,0,0.0,2,2,1.0,2,3,5,1,0,1,3,3,16,-19.0,SAS,0,0,2017,20170507
Dejounte Murray,4,8,0.5,0,1,0.0,0,0,0.0,0,0,0,3,0,0,1,1,8,-14.0,SAS,0,0,2017,20170507
Pau Gasol,3,7,0.429,0,1,0.0,2,4,0.5,4,3,7,3,2,2,0,2,8,-17.0,SAS,0,0,2017,20170507
Patty Mills,4,7,0.571,2,5,0.4,0,0,0.0,0,2,2,5,1,0,1,3,10,-9.0,SAS,0,0,2017,20170507
Jonathon Simmons,6,12,0.5,2,5,0.4,3,4,0.75,0,4,4,1,2,0,3,0,17,2.0,SAS,0,0,2017,20170507
David Lee,1,5,0.2,0,0,0.0,0,0,0.0,1,3,4,0,1,0,1,0,2,1.0,SAS,0,0,2017,20170507
Manu Ginóbili,4,7,0.571,1,2,0.5,0,1,0.0,0,1,1,2,0,0,1,1,9,-5.0,SAS,0,0,2017,20170507
Kyle Anderson,4,6,0.667,0,1,0.0,0,0,0.0,0,4,4,2,0,0,0,0,8,-10.0,SAS,0,0,2017,20170507
Dewayne Dedmon,2,3,0.667,0,0,0.0,1,4,0.25,2,3,5,0,0,0,1,1,5,-5.0,SAS,0,0,2017,20170507
Bryn Forbes,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,-2.0,SAS,0,0,2017,20170507
Dāvis Bertāns,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0,SAS,0,0,2017,20170507
Trevor Ariza,7,9,0.778,2,3,0.667,0,1,0.0,0,6,6,5,2,0,0,2,16,14.0,HOU,1,1,2017,20170507
James Harden,10,18,0.556,4,11,0.364,4,6,0.667,1,4,5,12,2,0,4,4,28,28.0,HOU,1,1,2017,20170507
Ryan Anderson,5,11,0.455,3,7,0.429,0,0,0.0,0,4,4,0,0,0,1,2,13,16.0,HOU,1,1,2017,20170507
Patrick Beverley,4,9,0.444,2,5,0.4,0,0,0.0,3,1,4,6,1,0,1,0,10,27.0,HOU,1,1,2017,20170507
Clint Capela,3,6,0.5,0,0,0.0,2,3,0.667,0,9,9,1,1,2,1,5,8,21.0,HOU,1,1,2017,20170507
Eric Gordon,8,13,0.615,6,9,0.667,0,0,0.0,0,3,3,1,0,0,0,2,22,8.0,HOU,1,1,2017,20170507
Lou Williams,6,15,0.4,1,5,0.2,0,0,0.0,1,3,4,2,0,0,2,1,13,-3.0,HOU,1,1,2017,20170507
Sam Dekker,0,1,0.0,0,0,0.0,0,0,0.0,2,3,5,0,0,1,0,0,0,-3.0,HOU,1,1,2017,20170507
Bobby Brown,5,7,0.714,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,11,-2.0,HOU,1,1,2017,20170507
Montrezl Harrell,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1.0,HOU,1,1,2017,20170507
Isaiah Taylor,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.0,HOU,1,1,2017,20170507
Troy Williams,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.0,HOU,1,1,2017,20170507
Nenê,2,3,0.667,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,4,2.0,HOU,1,1,2017,20170507
Bradley Beal,4,15,.267,1,9,.111,5,6,.833,2,3,5,4,1,0,6,1,14,-10,WAS,0,0,2017,20170502
John Wall,16,32,.500,3,10,.300,5,7,.714,1,2,3,13,3,3,4,3,40,-3,WAS,0,0,2017,20170502
Marcin Gortat,6,8,.750,0,0,0,2,4,.500,4,6,10,3,1,2,2,6,14,+4,WAS,0,0,2017,20170502
Otto Porter Jr.,5,12,.417,1,4,.250,2,2,1.000,1,8,9,4,0,2,2,2,13,-4,WAS,0,0,2017,20170502
Markieff Morris,6,11,.545,1,2,.500,3,3,1.000,1,5,6,3,2,1,2,6,16,+10,WAS,0,0,2017,20170502
Kelly Oubre Jr.,5,11,.455,2,4,.500,0,0,0,3,4,7,0,0,0,0,5,12,-24,WAS,0,0,2017,20170502
Jason Smith,4,6,.667,2,2,1.000,0,0,0,0,1,1,1,0,2,1,3,10,-6,WAS,0,0,2017,20170502
Brandon Jennings,0,2,.000,0,1,.000,0,0,0,1,0,1,0,0,0,0,1,0,-7,WAS,0,0,2017,20170502
Bojan Bogdanović,0,2,.000,0,2,.000,0,0,0,0,2,2,0,0,0,0,2,0,-10,WAS,0,0,2017,20170502
Isaiah Thomas,18,33,.545,5,12,.417,12,13,.923,1,3,4,4,3,0,2,2,53,+10,BOS,1,1,2017,20170502
Al Horford,6,9,.667,1,3,.333,2,2,1.000,3,9,12,3,1,2,3,4,15,+2,BOS,1,1,2017,20170502
Jae Crowder,4,9,.444,0,3,.000,6,9,.667,2,5,7,4,1,2,1,2,14,+3,BOS,1,1,2017,20170502
Avery Bradley,6,16,.375,2,7,.286,0,0,0,2,2,4,1,3,1,3,2,14,-5,BOS,1,1,2017,20170502
Amir Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-8,BOS,1,1,2017,20170502
Marcus Smart,3,7,.429,1,4,.250,2,6,.333,3,1,4,5,2,1,3,3,9,+7,BOS,1,1,2017,20170502
Terry Rozier,3,8,.375,2,5,.400,4,4,1.000,0,6,6,4,1,0,0,1,12,+25,BOS,1,1,2017,20170502
Kelly Olynyk,3,3,1.000,2,2,1.000,0,0,0,1,1,2,3,0,0,3,3,8,+11,BOS,1,1,2017,20170502
Jaylen Brown,2,3,.667,0,0,0,0,0,0,0,2,2,2,0,0,0,3,4,+5,BOS,1,1,2017,20170502
LaMarcus Aldridge,16,26,0.615,0,0,0.0,2,2,1.0,5,7,12,1,1,0,2,3,34,21.0,SAS,0,1,2017,20170511
Jonathon Simmons,8,12,0.667,1,4,0.25,1,2,0.5,0,0,0,4,1,0,1,4,18,32.0,SAS,0,1,2017,20170511
Danny Green,4,8,0.5,1,4,0.25,1,2,0.5,0,6,6,2,2,2,0,1,10,11.0,SAS,0,1,2017,20170511
Pau Gasol,5,11,0.455,0,0,0.0,0,0,0.0,2,9,11,5,0,3,1,2,10,19.0,SAS,0,1,2017,20170511
Patty Mills,6,10,0.6,2,6,0.333,0,0,0.0,2,1,3,7,1,0,1,4,14,25.0,SAS,0,1,2017,20170511
Dejounte Murray,5,10,0.5,0,1,0.0,1,2,0.5,1,9,10,5,2,1,1,2,11,33.0,SAS,0,1,2017,20170511
Kyle Anderson,3,7,0.429,1,3,0.333,0,0,0.0,1,5,6,3,1,0,0,0,7,21.0,SAS,0,1,2017,20170511
Manu Ginóbili,1,5,0.2,0,3,0.0,0,0,0.0,0,3,3,4,0,0,0,5,2,8.0,SAS,0,1,2017,20170511
David Lee,1,2,0.5,0,0,0.0,0,1,0.0,0,2,2,1,0,1,0,0,2,17.0,SAS,0,1,2017,20170511
Dewayne Dedmon,1,2,0.5,0,0,0.0,1,2,0.5,3,1,4,0,0,0,1,0,3,3.0,SAS,0,1,2017,20170511
Bryn Forbes,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,3.0,SAS,0,1,2017,20170511
Dāvis Bertāns,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,1,0,0,1,3.0,SAS,0,1,2017,20170511
Joel Anthony,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-1.0,SAS,0,1,2017,20170511
Trevor Ariza,6,12,.500,5,8,.625,3,3,1.000,1,4,5,1,1,0,1,0,20,-24,HOU,1,0,2017,20170511
James Harden,2,11,.182,2,9,.222,4,6,.667,0,3,3,7,1,1,6,6,10,-28,HOU,1,0,2017,20170511
Clint Capela,3,11,.273,0,0,0,9,14,.643,3,9,12,0,2,1,1,3,15,-28,HOU,1,0,2017,20170511
Patrick Beverley,3,6,.500,1,3,.333,0,0,0,2,2,4,4,0,0,1,2,7,-30,HOU,1,0,2017,20170511
Eric Gordon,2,9,.222,2,7,.286,0,0,0,0,1,1,1,1,1,2,0,6,-13,HOU,1,0,2017,20170511
Ryan Anderson,0,6,.000,0,4,.000,0,0,0,1,5,6,0,0,0,2,2,0,-30,HOU,1,0,2017,20170511
Lou Williams,3,7,.429,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,1,8,-23,HOU,1,0,2017,20170511
Sam Dekker,2,6,.333,2,4,.500,0,0,0,1,1,2,0,0,0,0,2,6,-15,HOU,1,0,2017,20170511
Bobby Brown,1,3,.333,1,3,.333,0,0,0,0,0,0,0,0,0,0,0,3,-1,HOU,1,0,2017,20170511
Montrezl Harrell,0,2,.000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,HOU,1,0,2017,20170511
Isaiah Taylor,0,2,.000,0,1,.000,0,0,0,1,0,1,0,0,0,0,0,0,-1,HOU,1,0,2017,20170511
Troy Williams,0,2,.000,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,-1,HOU,1,0,2017,20170511
Gordon Hayward,9,16,.563,4,8,.500,5,5,1.000,3,5,8,4,2,0,1,4,27,-1,UTA,0,1,2017,20170425
Rudy Gobert,4,8,.500,0,0,0,3,6,.500,2,9,11,1,5,1,2,5,11,+6,UTA,0,1,2017,20170425
George Hill,3,12,.250,1,7,.143,5,5,1.000,1,4,5,7,0,0,2,3,12,+3,UTA,0,1,2017,20170425
Joe Ingles,0,4,.000,0,4,.000,0,0,0,0,3,3,4,0,1,0,2,0,-1,UTA,0,1,2017,20170425
Boris Diaw,4,6,.667,2,2,1.000,0,0,0,0,0,0,3,0,0,2,1,10,+1,UTA,0,1,2017,20170425
Joe Johnson,6,14,.429,2,5,.400,0,0,0,1,7,8,3,1,0,1,1,14,+1,UTA,0,1,2017,20170425
Rodney Hood,6,17,.353,4,10,.400,0,0,0,0,5,5,2,1,0,2,2,16,+7,UTA,0,1,2017,20170425
Derrick Favors,2,3,.667,0,0,0,0,0,0,0,2,2,0,1,1,1,4,4,-3,UTA,0,1,2017,20170425
Raul Neto,1,1,1.000,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,+5,UTA,0,1,2017,20170425
Dante Exum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2,UTA,0,1,2017,20170425
DeAndre Jordan,6,8,.750,0,0,0,2,5,.400,1,11,12,1,1,1,1,4,14,+10,LAC,1,0,2017,20170425
Chris Paul,10,19,.526,4,6,.667,4,4,1.000,0,4,4,9,1,0,2,4,28,+3,LAC,1,0,2017,20170425
Luc Mbah a Moute,1,5,.200,1,3,.333,4,4,1.000,0,4,4,2,3,0,1,1,7,-10,LAC,1,0,2017,20170425
J.J. Redick,7,12,.583,3,7,.429,9,10,.900,0,3,3,1,0,0,1,3,26,-3,LAC,1,0,2017,20170425
Marreese Speights,0,3,.000,0,1,.000,1,2,.500,1,1,2,0,0,1,2,1,1,-10,LAC,1,0,2017,20170425
Jamal Crawford,2,8,.250,0,2,.000,0,0,0,0,0,0,2,0,0,1,2,4,+4,LAC,1,0,2017,20170425
Austin Rivers,0,4,.000,0,2,.000,2,2,1.000,0,2,2,1,0,0,2,1,2,-4,LAC,1,0,2017,20170425
Raymond Felton,0,3,.000,0,0,0,2,2,1.000,0,2,2,0,0,0,1,3,2,-8,LAC,1,0,2017,20170425
Paul Pierce,2,4,.500,2,2,1.000,0,0,0,0,3,3,0,0,0,2,1,6,+6,LAC,1,0,2017,20170425
Brandon Bass,1,3,.333,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,-5,LAC,1,0,2017,20170425
Wesley Johnson,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-3,LAC,1,0,2017,20170425
LeBron James,13,25,.520,1,3,.333,6,9,.667,0,10,10,4,4,2,4,1,33,+4,CLE,0,1,2017,20170423
Kyrie Irving,10,25,.400,1,7,.143,7,7,1.000,2,0,2,0,1,3,1,2,28,+4,CLE,0,1,2017,20170423
Kevin Love,2,13,.154,1,5,.200,0,0,0,5,11,16,3,0,1,4,1,5,+3,CLE,0,1,2017,20170423
Tristan Thompson,2,6,.333,0,0,0,2,2,1.000,7,4,11,1,1,0,1,3,6,-1,CLE,0,1,2017,20170423
J.R. Smith,2,4,.500,1,3,.333,0,0,0,0,2,2,0,2,1,2,3,5,-2,CLE,0,1,2017,20170423
Kyle Korver,1,5,.200,1,5,.200,2,2,1.000,0,3,3,0,0,0,1,0,5,+7,CLE,0,1,2017,20170423
Iman Shumpert,1,4,.250,1,3,.333,0,0,0,0,1,1,0,1,0,0,1,3,+5,CLE,0,1,2017,20170423
Deron Williams,4,4,1.000,2,2,1.000,4,5,.800,1,1,2,1,0,0,0,4,14,0,CLE,0,1,2017,20170423
Channing Frye,2,4,.500,1,3,.333,2,2,1.000,0,1,1,2,0,1,0,0,7,0,CLE,0,1,2017,20170423
Paul George,5,21,.238,3,9,.333,2,3,.667,2,5,7,6,4,1,4,3,15,-6,IND,1,0,2017,20170423
Jeff Teague,6,12,.500,1,3,.333,2,3,.667,0,4,4,10,2,3,3,2,15,-3,IND,1,0,2017,20170423
Thaddeus Young,6,14,.429,0,1,.000,1,2,.500,4,6,10,2,2,0,1,1,13,-4,IND,1,0,2017,20170423
Myles Turner,8,10,.800,0,2,.000,4,6,.667,0,9,9,0,0,0,3,4,20,+8,IND,1,0,2017,20170423
C.J. Miles,2,5,.400,2,5,.400,0,0,0,1,2,3,0,0,1,0,2,6,+7,IND,1,0,2017,20170423
Lance Stephenson,9,15,.600,4,9,.444,0,1,.000,0,6,6,3,0,0,2,6,22,-3,IND,1,0,2017,20170423
Kevin Séraphin,2,6,.333,0,0,0,0,0,0,2,0,2,0,0,1,0,2,4,-12,IND,1,0,2017,20170423
Glenn Robinson III,3,3,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,+1,IND,1,0,2017,20170423
Monta Ellis,0,2,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,1,0,1,-8,IND,1,0,2017,20170423
Lavoy Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,1,0,2017,20170423
Bradley Beal,7,19,0.368,0,4,0.0,2,2,1.0,1,1,2,4,1,1,2,3,16,-20.0,WAS,0,0,2017,20170510
John Wall,7,17,0.412,2,3,0.667,5,5,1.0,1,3,4,4,1,2,2,1,21,-9.0,WAS,0,0,2017,20170510
Markieff Morris,4,11,0.364,1,4,0.25,0,0,0.0,2,3,5,2,1,1,2,1,9,-17.0,WAS,0,0,2017,20170510
Otto Porter Jr.,6,11,0.545,1,5,0.2,0,0,0.0,0,4,4,2,1,0,0,1,13,-11.0,WAS,0,0,2017,20170510
Marcin Gortat,3,7,0.429,0,0,0.0,1,1,1.0,5,6,11,0,0,0,0,1,7,-12.0,WAS,0,0,2017,20170510
Bojan Bogdanović,1,7,0.143,1,4,0.25,3,4,0.75,1,5,6,4,1,0,2,0,6,-13.0,WAS,0,0,2017,20170510
Kelly Oubre Jr.,5,10,0.5,1,5,0.2,2,4,0.5,2,1,3,0,0,0,0,4,13,-7.0,WAS,0,0,2017,20170510
Brandon Jennings,1,3,0.333,1,2,0.5,0,0,0.0,2,1,3,1,0,0,1,2,3,-14.0,WAS,0,0,2017,20170510
Ian Mahinmi,1,3,0.333,0,0,0.0,3,3,1.0,1,2,3,2,0,0,1,2,5,-13.0,WAS,0,0,2017,20170510
Jason Smith,0,1,0.0,0,0,0.0,5,6,0.833,1,2,3,0,0,1,1,1,5,1.0,WAS,0,0,2017,20170510
Trey Burke,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1.0,WAS,0,0,2017,20170510
Sheldon Mac,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,1,0,2,2.0,WAS,0,0,2017,20170510
Tomáš Satoranský,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,0,2,1,2.0,WAS,0,0,2017,20170510
Isaiah Thomas,5,13,.385,2,5,.400,6,7,.857,1,2,3,9,0,0,4,2,18,+13,BOS,1,1,2017,20170510
Avery Bradley,12,19,.632,4,7,.571,1,1,1.000,0,6,6,3,0,0,3,3,29,+12,BOS,1,1,2017,20170510
Al Horford,8,9,.889,3,4,.750,0,1,.000,1,5,6,7,0,3,1,0,19,+14,BOS,1,1,2017,20170510
Jae Crowder,6,15,.400,2,5,.400,4,4,1.000,1,7,8,2,0,0,1,2,18,+19,BOS,1,1,2017,20170510
Amir Johnson,4,5,.800,0,1,.000,0,0,0,2,3,5,0,0,1,0,2,8,+6,BOS,1,1,2017,20170510
Jaylen Brown,0,3,.000,0,1,.000,0,0,0,1,2,3,2,1,1,0,4,0,+17,BOS,1,1,2017,20170510
Marcus Smart,3,7,.429,2,5,.400,1,4,.250,0,11,11,6,2,1,0,4,9,+13,BOS,1,1,2017,20170510
Terry Rozier,2,5,.400,1,2,.500,0,0,0,1,1,2,1,2,0,0,3,5,+9,BOS,1,1,2017,20170510
Kelly Olynyk,3,5,.600,1,2,.500,1,2,.500,0,0,0,2,2,2,2,2,8,+11,BOS,1,1,2017,20170510
James Young,1,1,1.000,1,1,1.000,0,0,0,0,2,2,0,0,0,0,0,3,0,BOS,1,1,2017,20170510
Tyler Zeller,2,5,.400,0,0,0,2,2,1.000,2,0,2,0,0,0,0,1,6,-2,BOS,1,1,2017,20170510
Gerald Green,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-2,BOS,1,1,2017,20170510
Gordon Hayward,7,18,.389,0,1,.000,5,5,1.000,1,9,10,3,1,0,5,2,19,+7,UTA,0,1,2017,20170415
George Hill,7,13,.538,1,2,.500,1,2,.500,1,3,4,2,1,0,2,5,16,-3,UTA,0,1,2017,20170415
Joe Ingles,2,7,.286,1,5,.200,3,4,.750,0,2,2,2,2,1,1,1,8,-6,UTA,0,1,2017,20170415
Boris Diaw,3,4,.750,1,1,1.000,0,0,0,1,3,4,6,0,0,1,0,7,0,UTA,0,1,2017,20170415
Rudy Gobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTA,0,1,2017,20170415
Derrick Favors,7,10,.700,0,0,0,1,4,.250,2,4,6,2,0,1,2,4,15,0,UTA,0,1,2017,20170415
Joe Johnson,9,14,.643,3,4,.750,0,0,0,0,3,3,3,3,1,1,1,21,+6,UTA,0,1,2017,20170415
Rodney Hood,2,7,.286,2,5,.400,2,2,1.000,0,1,1,1,0,0,0,3,8,+7,UTA,0,1,2017,20170415
Shelvin Mack,0,3,.000,0,1,.000,0,0,0,0,2,2,2,0,0,0,1,0,+1,UTA,0,1,2017,20170415
Jeff Withey,1,3,.333,0,0,0,1,2,.500,1,1,2,0,0,1,0,2,3,-2,UTA,0,1,2017,20170415
Blake Griffin,9,21,.429,2,3,.667,6,6,1.000,1,6,7,3,1,0,6,2,26,-6,LAC,1,0,2017,20170415
Chris Paul,10,19,.526,1,4,.250,4,4,1.000,2,5,7,11,3,0,1,3,25,+1,LAC,1,0,2017,20170415
DeAndre Jordan,4,7,.571,0,0,0,2,2,1.000,3,12,15,0,1,3,2,3,10,0,LAC,1,0,2017,20170415
Luc Mbah a Moute,2,6,.333,2,4,.500,1,2,.500,2,2,4,0,0,0,0,2,7,-3,LAC,1,0,2017,20170415
J.J. Redick,3,6,.500,1,3,.333,0,1,.000,0,1,1,2,0,0,4,3,7,-10,LAC,1,0,2017,20170415
Jamal Crawford,4,12,.333,0,4,.000,0,0,0,0,2,2,0,0,1,2,2,8,+12,LAC,1,0,2017,20170415
Raymond Felton,2,4,.500,0,2,.000,0,0,0,0,1,1,1,0,0,0,1,4,-6,LAC,1,0,2017,20170415
Marreese Speights,2,5,.400,2,3,.667,2,2,1.000,0,2,2,1,1,0,0,2,8,0,LAC,1,0,2017,20170415
Paul Pierce,0,1,.000,0,1,.000,0,0,0,0,1,1,2,0,0,0,0,0,+2,LAC,1,0,2017,20170415
Ryan Anderson,4,12,0.333,4,10,0.4,2,2,1.0,0,6,6,3,2,1,0,0,14,37.0,HOU,0,1,2017,20170501
Trevor Ariza,7,14,0.5,5,10,0.5,4,4,1.0,1,3,4,2,2,0,2,2,23,18.0,HOU,0,1,2017,20170501
James Harden,6,13,0.462,3,8,0.375,5,5,1.0,0,1,1,14,4,0,3,3,20,18.0,HOU,0,1,2017,20170501
Clint Capela,8,10,0.8,0,0,0.0,4,5,0.8,3,10,13,1,0,2,1,2,20,29.0,HOU,0,1,2017,20170501
Patrick Beverley,2,7,0.286,2,5,0.4,1,1,1.0,1,6,7,4,1,1,0,2,7,36.0,HOU,0,1,2017,20170501
Eric Gordon,4,8,0.5,3,6,0.5,0,0,0.0,0,3,3,4,1,0,1,3,11,14.0,HOU,0,1,2017,20170501
Lou Williams,4,8,0.5,2,4,0.5,3,3,1.0,0,3,3,0,1,1,3,4,13,22.0,HOU,0,1,2017,20170501
Nenê,2,4,0.5,0,0,0.0,3,3,1.0,0,5,5,0,1,0,1,4,7,5.0,HOU,0,1,2017,20170501
Sam Dekker,1,4,0.25,1,2,0.5,0,0,0.0,2,1,3,1,1,0,0,0,3,-7.0,HOU,0,1,2017,20170501
Montrezl Harrell,0,0,0.0,0,0,0.0,1,2,0.5,0,2,2,0,0,0,2,4,1,-7.0,HOU,0,1,2017,20170501
Bobby Brown,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,1,3,-10.0,HOU,0,1,2017,20170501
Kyle Wiltjer,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-10.0,HOU,0,1,2017,20170501
Troy Williams,0,2,0.0,0,2,0.0,1,2,0.5,0,1,1,0,0,0,1,0,1,-10.0,HOU,0,1,2017,20170501
Kawhi Leonard,5,14,0.357,3,7,0.429,8,8,1.0,0,11,11,6,0,1,1,0,21,-16.0,SAS,1,0,2017,20170501
David Lee,0,2,0.0,0,0,0.0,4,6,0.667,2,5,7,0,0,0,1,1,4,-10.0,SAS,1,0,2017,20170501
LaMarcus Aldridge,2,7,0.286,0,0,0.0,0,0,0.0,2,4,6,1,1,0,2,1,4,-36.0,SAS,1,0,2017,20170501
Tony Parker,3,9,0.333,1,2,0.5,4,4,1.0,0,4,4,3,0,0,2,1,11,-14.0,SAS,1,0,2017,20170501
Danny Green,3,10,0.3,2,9,0.222,0,3,0.0,1,1,2,1,2,0,4,3,8,-22.0,SAS,1,0,2017,20170501
Pau Gasol,2,3,0.667,0,1,0.0,2,2,1.0,2,4,6,1,2,0,1,3,6,-11.0,SAS,1,0,2017,20170501
Jonathon Simmons,4,11,0.364,1,3,0.333,2,3,0.667,0,0,0,1,0,0,0,3,11,-9.0,SAS,1,0,2017,20170501
Patty Mills,3,7,0.429,1,3,0.333,0,1,0.0,0,1,1,0,0,0,0,2,7,-20.0,SAS,1,0,2017,20170501
Kyle Anderson,3,5,0.6,0,0,0.0,3,4,0.75,2,0,2,1,2,0,2,0,9,2.0,SAS,1,0,2017,20170501
Manu Ginóbili,3,7,0.429,1,2,0.5,1,1,1.0,0,1,1,1,1,0,1,1,8,-7.0,SAS,1,0,2017,20170501
Dāvis Bertāns,0,2,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,0,1,0,6.0,SAS,1,0,2017,20170501
Dejounte Murray,0,4,0.0,0,0,0.0,4,4,1.0,0,0,0,3,1,0,0,0,4,7.0,SAS,1,0,2017,20170501
Dewayne Dedmon,3,3,1.0,0,0,0.0,0,0,0.0,1,1,2,0,1,1,1,2,6,-5.0,SAS,1,0,2017,20170501
Jimmy Butler,9,20,.450,3,6,.500,9,12,.750,3,6,9,3,1,1,5,2,30,-3,CHI,0,1,2017,20170416
Dwyane Wade,4,12,.333,1,2,.500,2,2,1.000,1,4,5,6,2,2,3,2,11,+3,CHI,0,1,2017,20170416
Robin Lopez,6,9,.667,0,0,0,2,2,1.000,7,3,10,0,0,0,0,2,14,-7,CHI,0,1,2017,20170416
Rajon Rondo,6,15,.400,0,3,.000,0,0,0,5,3,8,6,2,1,1,5,12,-7,CHI,0,1,2017,20170416
