Year,Player,Pos,Tm,MP,G,shooting,peri_def,playmaker,pro_rim,efficiency,influence,scoring
2015,C.J. Miles,2,IND,26.3,70.0,5,1,1,2,2,3,3
2015,Andre Miller,1,WAS,12.4,51.0,0,0,3,1,3,2,0
2015,Andre Miller,1,SAC,20.7,30.0,2,0,3,1,2,2,2
2015,Darius Miller,3,NOP,8.6,5.0,1,0,0,1,0,1,0
2015,Mike Miller,3,CLE,13.5,52.0,4,0,2,1,2,2,0
2015,Quincy Miller,4,SAC,10.2,6.0,2,4,0,3,1,2,0
2015,Quincy Miller,4,DET,14.5,4.0,1,0,0,1,1,1,0
2015,Patty Mills,1,SAS,15.7,51.0,5,1,1,1,2,3,1
2015,Elijah Millsap,2,UTA,19.7,47.0,2,3,2,2,2,1,1
2015,Paul Millsap,4,ATL,32.7,73.0,3,3,1,4,4,4,5
2015,Nikola Mirotić,4,CHI,20.2,82.0,5,2,1,2,4,4,3
2015,Nazr Mohammed,5,CHI,5.6,23.0,0,0,2,3,2,1,0
2015,Greg Monroe,4,DET,31.0,69.0,0,3,1,4,4,4,4
2015,E'Twaun Moore,2,CHI,9.0,56.0,2,1,0,1,2,2,0
2015,Eric Moreland,4,SAC,0.7,3.0,1,1,0,3,5,3,0
2015,Darius Morris,1,BRK,7.9,38.0,2,0,3,1,1,1,0
2015,Marcus Morris,4,PHO,25.2,81.0,4,1,0,2,2,3,3
2015,Markieff Morris,4,PHO,31.5,82.0,3,3,1,2,4,3,4
2015,Anthony Morrow,2,OKC,24.4,74.0,5,1,0,1,3,4,3
2015,Donatas Motiejūnas,4,HOU,28.7,71.0,2,1,1,2,3,3,4
2015,Timofey Mozgov,5,DEN,25.6,35.0,2,2,2,4,3,2,2
2015,Timofey Mozgov,5,CLE,25.0,46.0,0,2,2,4,3,3,4
2015,Shabazz Muhammad,2,MIN,22.8,38.0,3,0,1,1,4,3,4
2015,Toure' Murry,1,UTA,1.0,1.0,1,0,1,0,0,0,0
2015,Toure' Murry,2,WAS,4.3,4.0,0,1,5,1,3,1,0
2015,Mike Muscala,4,ATL,12.6,40.0,2,1,0,3,3,2,0
2015,Shabazz Napier,1,MIA,19.8,51.0,4,1,3,1,2,2,1
2015,Gary Neal,2,CHO,21.7,43.0,3,0,1,1,2,1,2
2015,Gary Neal,2,MIN,23.8,11.0,3,0,1,1,4,3,3
2015,Jameer Nelson,1,DAL,25.4,23.0,4,1,3,1,2,2,1
2015,Jameer Nelson,1,BOS,20.2,6.0,4,1,4,1,1,1,1
2015,Jameer Nelson,1,DEN,20.6,34.0,5,1,3,1,3,3,1
2015,Andrew Nicholson,4,ORL,12.3,40.0,2,0,1,1,2,1,0
2015,Joakim Noah,5,CHI,30.6,67.0,0,2,3,4,2,4,2
2015,Nerlens Noel,5,PHI,30.8,75.0,0,2,2,4,2,2,2
2015,Lucas Nogueira,5,TOR,3.8,6.0,0,4,1,3,1,1,0
2015,Steve Novak,3,UTA,5.0,22.0,1,0,0,1,3,2,0
2015,Steve Novak,4,OKC,6.8,13.0,1,0,0,1,1,1,0
2015,Dirk Nowitzki*,4,DAL,29.6,77.0,5,1,1,2,4,4,5
2015,Jusuf Nurkić,5,DEN,17.8,62.0,0,2,2,4,2,1,2
2015,Johnny O'Bryant,4,MIL,10.8,34.0,0,0,2,1,1,1,0
2015,Kyle O'Quinn,4,ORL,16.2,51.0,2,2,2,3,3,2,2
2015,Victor Oladipo,2,ORL,35.7,72.0,3,3,3,2,4,3,5
2015,Kelly Olynyk,5,BOS,22.2,64.0,3,3,1,2,3,3,3
2015,Arinze Onuaku,5,MIN,11.3,6.0,0,0,0,3,5,2,0
2015,Zaza Pachulia,5,MIL,23.7,73.0,0,3,3,2,2,3,2
2015,Kostas Papanikolaou,3,HOU,18.5,43.0,4,1,2,1,2,2,0
2015,Jannero Pargo,1,CHO,8.1,9.0,5,0,1,1,3,3,1
2015,Jabari Parker,4,MIL,29.5,25.0,2,1,1,2,2,3,4
2015,Tony Parker*,1,SAS,28.7,68.0,3,1,4,1,4,3,4
2015,Chandler Parsons,3,DAL,33.1,66.0,5,1,1,2,3,4,3
2015,Patrick Patterson,4,TOR,26.6,81.0,4,1,0,2,3,4,1
2015,Chris Paul,1,LAC,34.8,82.0,5,3,4,2,4,5,5
2015,Adreian Payne,4,ATL,6.3,3.0,0,0,0,1,1,1,0
2015,Adreian Payne,4,MIN,24.8,29.0,0,0,2,3,2,1,2
2015,Elfrid Payton,1,ORL,30.4,82.0,2,3,4,2,2,2,2
2015,Nikola Peković,5,MIN,26.3,31.0,0,0,1,3,2,3,4
2015,Kendrick Perkins,5,OKC,19.2,51.0,0,2,2,3,2,1,0
2015,Kendrick Perkins,5,CLE,9.8,17.0,0,0,2,3,2,1,0
2015,Paul Pierce*,3,WAS,26.2,73.0,5,1,1,2,3,4,3
2015,Mason Plumlee,5,BRK,21.3,82.0,0,2,2,4,4,3,2
2015,Miles Plumlee,5,PHO,18.6,54.0,0,2,2,3,3,2,0
2015,Miles Plumlee,5,MIL,9.9,19.0,0,2,0,3,2,2,0
2015,Quincy Pondexter,2,MEM,18.0,30.0,4,0,0,1,2,2,0
2015,Quincy Pondexter,3,NOP,27.8,45.0,4,0,0,1,3,2,1
2015,Otto Porter Jr.,3,WAS,19.4,74.0,2,1,0,2,2,2,1
2015,Dwight Powell,4,BOS,1.8,5.0,3,4,1,1,5,3,0
2015,Dwight Powell,4,DAL,9.5,24.0,2,1,0,3,2,2,0
2015,Phil Pressey,1,BOS,12.0,50.0,2,1,3,1,2,2,0
2015,A.J. Price,1,IND,19.3,10.0,5,0,3,1,4,3,3
2015,A.J. Price,1,CLE,7.9,11.0,0,0,1,1,1,1,0
2015,A.J. Price,1,PHO,8.8,5.0,1,0,0,1,1,1,0
2015,Ronnie Price,1,LAL,22.8,43.0,4,3,3,1,2,2,1
2015,Pablo Prigioni,1,NYK,18.5,43.0,4,4,2,1,3,2,1
2015,Pablo Prigioni,1,HOU,16.8,24.0,4,4,3,1,2,2,0
2015,Tayshaun Prince,3,MEM,24.2,26.0,2,0,0,1,2,2,2
2015,Tayshaun Prince,3,BOS,22.0,9.0,2,1,0,1,3,2,2
2015,Tayshaun Prince,3,DET,24.8,23.0,2,1,0,1,2,2,2
2015,Miroslav Raduljica,5,MIN,4.6,5.0,0,0,2,1,1,1,0
2015,Julius Randle,4,LAL,14.0,1.0,1,0,2,1,1,1,0
2015,Shavlik Randolph,4,PHO,6.3,16.0,0,0,0,3,1,1,0
2015,Shavlik Randolph,4,BOS,5.0,5.0,0,0,1,3,1,1,0
2015,Zach Randolph,4,MEM,32.5,71.0,3,3,1,4,4,4,4
2015,J.J. Redick,2,LAC,30.9,78.0,5,0,1,1,3,4,3
2015,Glen Rice Jr.,2,WAS,8.6,5.0,2,0,1,1,1,1,0
2015,Jason Richardson,2,PHI,21.9,19.0,5,1,1,1,2,2,1
2015,Luke Ridnour,1,ORL,14.5,47.0,2,0,3,1,2,2,0
2015,Austin Rivers,2,NOP,22.1,35.0,2,0,3,1,2,2,2
2015,Austin Rivers,2,LAC,19.3,41.0,2,1,1,1,2,2,2
2015,Andre Roberson,2,OKC,19.2,67.0,2,1,2,2,2,2,0
2015,Brian Roberts,1,CHO,18.5,72.0,4,1,3,1,2,2,1
2015,Glenn Robinson III,2,MIN,4.3,25.0,2,0,0,1,2,1,0
2015,Glenn Robinson III,3,PHI,15.3,10.0,2,0,2,1,2,1,0
2015,Nate Robinson,1,DEN,14.1,33.0,3,0,3,1,2,1,1
2015,Nate Robinson,1,LAC,14.0,9.0,3,1,3,1,2,1,1
2015,Thomas Robinson,4,POR,12.2,32.0,0,1,2,3,2,1,0
2015,Thomas Robinson,4,PHI,18.5,22.0,0,1,1,3,4,3,2
2015,Rajon Rondo,1,BOS,31.8,22.0,1,3,4,2,2,2,2
2015,Rajon Rondo,1,DAL,28.7,46.0,2,1,4,2,2,2,2
2015,Derrick Rose,1,CHI,30.0,51.0,5,1,4,1,2,3,5
2015,Terrence Ross,3,TOR,25.5,82.0,5,1,0,1,2,2,3
2015,Ricky Rubio,1,MIN,31.5,22.0,2,3,4,1,2,2,2
2015,Damjan Rudež,3,IND,15.4,68.0,4,0,2,1,3,2,1
2015,Brandon Rush,2,GSW,8.2,33.0,1,0,2,1,1,1,0
2015,Robert Sacre,5,LAL,16.9,67.0,0,1,0,3,2,2,0
2015,John Salmons,3,NOP,12.9,21.0,4,1,0,1,1,2,0
2015,JaKarr Sampson,3,PHI,15.3,74.0,2,1,2,1,2,1,0
2015,Larry Sanders,5,MIL,21.7,27.0,0,2,0,4,2,2,2
2015,Dennis Schröder,1,ATL,19.7,77.0,3,1,4,1,2,3,2
2015,Luis Scola,4,IND,20.5,81.0,3,1,1,2,4,3,2
2015,Mike Scott,4,ATL,16.5,68.0,4,0,1,1,3,3,1
2015,Thabo Sefolosha,3,ATL,18.8,52.0,2,3,0,2,2,2,1
2015,Kevin Séraphin,5,WAS,15.6,79.0,0,2,1,3,3,1,2
2015,Ramon Sessions,1,SAC,17.8,36.0,2,0,3,1,1,1,2
2015,Ramon Sessions,1,WAS,19.5,28.0,2,1,3,1,2,2,2
2015,Iman Shumpert,2,NYK,26.0,24.0,2,1,3,1,2,2,1
2015,Iman Shumpert,2,CLE,24.2,38.0,4,3,2,2,2,2,1
2015,Alexey Shved,2,PHI,16.8,17.0,3,1,3,1,4,3,3
2015,Alexey Shved,2,HOU,6.6,9.0,3,0,1,1,2,1,0
2015,Alexey Shved,2,NYK,26.4,16.0,5,1,3,1,4,3,3
2015,Henry Sims,5,PHI,19.2,73.0,2,1,1,3,2,2,2
2015,Kyle Singler,3,DET,23.8,54.0,4,1,0,1,2,2,1
2015,Kyle Singler,3,OKC,17.5,26.0,4,1,0,1,2,2,0
2015,Donald Sloan,1,IND,20.9,53.0,4,1,3,1,2,2,1
2015,Marcus Smart,1,BOS,27.0,67.0,4,3,3,2,2,2,1
2015,Greg Smith,4,DAL,8.6,42.0,0,0,0,3,3,2,0
2015,Ish Smith,1,OKC,5.2,30.0,2,0,3,1,1,2,0
2015,Ish Smith,1,PHI,27.1,25.0,3,1,4,1,2,3,4
2015,J.R. Smith,2,NYK,25.8,24.0,5,1,3,1,2,1,3
2015,J.R. Smith,2,CLE,31.8,46.0,5,3,0,2,3,4,3
2015,Jason Smith,5,NYK,21.8,82.0,2,0,1,3,2,1,2
2015,Josh Smith,4,DET,32.0,28.0,3,2,3,4,2,3,4
2015,Josh Smith,4,HOU,25.5,55.0,3,2,3,4,2,3,3
2015,Russ Smith,1,NOP,4.8,6.0,1,0,5,1,0,0,0
2015,Russ Smith,1,MEM,6.0,6.0,3,4,1,1,4,3,0
2015,Tony Snell,3,CHI,19.6,72.0,4,1,0,1,3,2,1
2015,Marreese Speights,5,GSW,15.9,76.0,3,0,1,3,4,3,4
2015,Tiago Splitter,5,SAS,19.8,52.0,0,2,2,3,4,3,2
2015,Nik Stauskas,2,SAC,15.4,73.0,4,0,0,1,2,2,1
2015,Lance Stephenson,2,CHO,25.8,61.0,2,1,3,2,2,1,2
2015,Greg Stiemsma,5,TOR,3.9,17.0,0,0,5,3,3,1,0
2015,David Stockton,1,SAC,11.0,3.0,2,1,3,1,2,2,0
2015,Jarnell Stokes,4,MEM,6.6,19.0,0,1,1,3,4,2,0
2015,Amar'e Stoudemire,4,NYK,24.0,36.0,0,2,1,3,4,3,4
2015,Amar'e Stoudemire,4,DAL,16.5,23.0,0,0,1,3,4,3,4
2015,Rodney Stuckey,1,IND,26.4,71.0,3,1,3,2,2,3,4
2015,Jared Sullinger,4,BOS,27.0,58.0,3,1,1,4,4,3,4
2015,Jeff Taylor,3,CHO,14.8,29.0,2,0,0,1,2,1,0
2015,Jeff Teague,1,ATL,30.5,73.0,3,3,4,2,4,4,5
2015,Mirza Teletović,4,BRK,22.3,40.0,5,0,1,2,2,2,1
2015,Sebastian Telfair,1,OKC,20.4,16.0,4,1,3,1,2,2,1
2015,Garrett Temple,2,WAS,14.1,52.0,4,1,2,1,2,2,0
2015,Jason Terry,2,HOU,21.3,77.0,4,1,2,1,3,2,1
2015,Isaiah Thomas,1,PHO,25.7,46.0,5,1,3,1,4,3,3
2015,Isaiah Thomas,1,BOS,26.0,21.0,5,0,4,1,4,3,5
2015,Lance Thomas,3,OKC,20.5,22.0,0,0,0,1,1,1,2
2015,Lance Thomas,4,NYK,26.0,40.0,2,0,2,1,2,1,2
2015,Malcolm Thomas,4,PHI,11.4,17.0,0,0,2,3,2,1,0
2015,Tyrus Thomas,4,MEM,3.5,2.0,0,1,0,1,5,3,0
2015,Hollis Thompson,2,PHI,25.0,71.0,4,1,0,1,3,2,1
2015,Jason Thompson,4,SAC,24.6,81.0,0,2,2,3,2,2,2
2015,Klay Thompson,2,GSW,31.9,77.0,5,3,1,2,4,5,5
2015,Tristan Thompson,4,CLE,26.8,82.0,0,2,0,4,3,4,2
2015,Marcus Thornton,2,BOS,16.4,39.0,5,1,1,1,4,3,1
2015,Marcus Thornton,2,PHO,9.0,9.0,3,4,1,1,1,1,0
2015,Anthony Tolliver,4,PHO,11.3,24.0,4,0,0,1,2,2,1
2015,Anthony Tolliver,4,DET,22.3,52.0,4,0,0,1,3,2,1
2015,P.J. Tucker,3,PHO,30.6,78.0,4,3,0,2,3,4,1
2015,Ronny Turiaf,5,MIN,9.5,2.0,1,0,0,1,0,2,0
2015,Hedo Türkoğlu,3,LAC,11.4,62.0,4,0,0,1,3,2,1
2015,Evan Turner,2,BOS,27.6,82.0,2,3,3,2,2,2,2
2015,Ekpe Udoh,4,LAC,3.9,33.0,0,4,2,3,2,2,0
2015,Beno Udrih,1,MEM,18.9,79.0,2,1,3,1,3,3,2
2015,Jonas Valančiūnas,5,TOR,26.2,80.0,0,2,0,4,4,4,4
2015,Anderson Varejão,5,CLE,24.5,26.0,0,1,2,3,4,2,2
2015,Greivis Vásquez,1,TOR,24.3,82.0,5,0,3,1,2,3,1
2015,Charlie Villanueva,4,DAL,10.6,64.0,5,0,1,3,4,3,1
2015,Noah Vonleh,4,CHO,10.4,25.0,2,0,0,3,2,2,0
2015,Nikola Vučević,5,ORL,34.2,74.0,3,1,1,4,4,4,4
2015,Dwyane Wade*,2,MIA,31.8,62.0,3,1,4,1,4,3,5
2015,Dion Waiters,2,CLE,23.8,33.0,3,1,1,1,2,1,2
2015,Dion Waiters,2,OKC,30.3,47.0,3,1,1,1,2,1,3
2015,Henry Walker,3,MIA,26.2,24.0,4,1,0,1,2,2,1
2015,Kemba Walker,1,CHO,34.2,62.0,5,3,4,2,2,4,5
2015,John Wall,1,WAS,35.9,79.0,3,3,4,2,4,4,5
2015,Gerald Wallace,3,BOS,8.9,32.0,2,1,2,1,2,2,0
2015,T.J. Warren,3,PHO,15.4,40.0,2,1,0,1,3,2,2
2015,C.J. Watson,1,IND,24.9,57.0,4,1,3,2,3,3,3
2015,David Wear,4,SAC,3.5,2.0,1,0,0,0,0,1,0
2015,Travis Wear,3,NYK,13.2,51.0,2,0,2,1,2,1,0
2015,Martell Webster,3,WAS,11.0,32.0,2,0,2,1,1,1,0
2015,David West,4,IND,28.7,66.0,2,2,3,2,2,3,4
2015,Russell Westbrook,1,OKC,34.4,67.0,3,3,4,2,4,5,5
2015,Hassan Whiteside,5,MIA,23.8,48.0,0,2,1,4,4,4,4
2015,Shayne Whittington,4,IND,5.4,20.0,3,1,1,3,4,3,0
2015,Andrew Wiggins,3,MIN,36.2,82.0,3,1,1,1,2,3,5
2015,C.J. Wilcox,2,LAC,4.8,21.0,4,0,2,1,2,1,0
2015,Deron Williams,1,BRK,31.1,68.0,5,1,4,1,2,3,3
2015,Derrick Williams,4,SAC,19.8,74.0,2,0,0,1,2,2,2
2015,Elliot Williams,2,UTA,8.4,5.0,4,1,2,1,3,3,1
2015,Elliot Williams,2,NOP,9.6,8.0,1,0,0,1,1,1,0
2015,Lou Williams,2,TOR,25.2,80.0,5,1,1,1,4,4,3
2015,Marvin Williams,4,CHO,26.1,78.0,4,3,0,2,3,2,1
2015,Mo Williams,1,MIN,28.0,41.0,5,0,4,1,2,3,3
2015,Mo Williams,1,CHO,30.8,27.0,5,0,4,1,4,3,3
2015,Reggie Williams,3,SAS,5.3,20.0,2,0,0,1,2,2,0
2015,Shawne Williams,3,MIA,21.0,44.0,4,1,0,1,3,2,1
2015,Shawne Williams,3,DET,8.6,19.0,2,0,0,1,1,1,0
2015,Jeff Withey,5,NOP,7.0,37.0,0,0,0,3,4,2,0
2015,Nate Wolters,1,MIL,12.9,11.0,1,1,0,1,1,1,0
2015,Nate Wolters,1,NOP,10.5,10.0,0,0,2,1,1,1,0
2015,Brandan Wright,4,DAL,18.7,27.0,0,2,0,4,5,3,2
2015,Brandan Wright,4,BOS,10.8,8.0,0,0,2,3,3,2,0
2015,Brandan Wright,4,PHO,21.5,40.0,0,2,0,4,3,2,2
2015,Dorell Wright,3,POR,12.3,48.0,4,1,0,1,2,2,1
2015,Tony Wroten,1,PHI,29.8,30.0,3,3,4,1,2,3,5
2015,James Young,2,BOS,10.7,31.0,4,0,0,1,2,2,0
2015,Nick Young,2,LAL,23.8,42.0,5,0,1,1,2,3,3
2015,Thaddeus Young,4,MIN,33.4,48.0,2,3,1,2,2,3,4
2015,Thaddeus Young,4,BRK,29.6,28.0,3,3,1,2,4,3,4
2015,Cody Zeller,5,CHO,24.0,62.0,2,2,0,2,2,2,2
2015,Tyler Zeller,5,BOS,21.1,82.0,0,2,1,3,4,4,4
2016,Quincy Acy,4,SAC,14.8,59.0,2,1,0,3,3,3,0
2016,Jordan Adams,2,MEM,7.5,2.0,3,5,3,1,2,2,0
2016,Steven Adams,5,OKC,25.2,80.0,0,4,1,5,3,3,2
2016,Arron Afflalo,2,NYK,33.4,71.0,4,0,2,0,2,1,3
2016,Alexis Ajinça,5,NOP,14.6,59.0,0,2,2,3,2,1,2
2016,Cole Aldrich,5,LAC,13.3,60.0,0,4,1,4,4,3,2
2016,LaMarcus Aldridge,4,SAS,30.6,74.0,0,4,2,5,4,4,4
2016,Cliff Alexander,4,POR,4.5,8.0,1,2,0,1,2,1,0
2016,Lavoy Allen,4,IND,20.2,79.0,0,1,1,3,3,1,2
2016,Tony Allen,2,MEM,25.3,64.0,2,3,1,2,2,1,2
2016,Al-Farouq Aminu,3,POR,28.5,82.0,4,1,1,2,3,3,1
2016,Lou Amundson,4,NYK,7.0,29.0,0,0,1,3,1,0,0
2016,Chris Andersen,5,MIA,5.1,7.0,4,2,1,4,4,2,0
2016,Chris Andersen,5,MEM,18.3,20.0,2,1,0,3,3,1,0
2016,Alan Anderson,2,WAS,14.8,13.0,4,0,0,1,2,1,1
2016,James Anderson,2,SAC,14.1,51.0,4,0,1,1,2,1,0
2016,Justin Anderson,3,DAL,11.8,55.0,4,2,0,1,2,1,0
2016,Kyle Anderson,3,SAS,16.0,78.0,2,3,1,2,2,3,0
2016,Ryan Anderson,4,NOP,30.4,66.0,5,0,2,3,4,3,3
2016,Giannis Antetokounmpo,1,MIL,35.3,80.0,3,4,3,5,4,4,4
2016,Thanasis Antetokounmpo,3,NYK,3.0,2.0,1,0,2,1,4,2,0
2016,Carmelo Anthony,3,NYK,35.1,72.0,5,1,3,2,4,4,5
2016,Joel Anthony,5,DET,5.1,19.0,0,2,1,4,3,1,0
2016,Keith Appling,1,ORL,5.4,5.0,0,0,4,0,1,0,0
2016,Trevor Ariza,3,HOU,35.3,81.0,4,3,1,2,3,3,3
2016,Darrell Arthur,4,DEN,21.7,70.0,2,1,1,3,2,1,1
2016,Ömer Aşık,5,NOP,17.3,68.0,0,0,1,3,3,1,0
2016,D.J. Augustin,1,OKC,15.3,34.0,4,0,1,0,2,1,0
2016,D.J. Augustin,1,DEN,23.5,28.0,5,1,3,0,4,2,3
2016,Jeff Ayres,5,LAC,6.3,17.0,0,0,1,1,3,0,0
2016,Luke Babbitt,3,NOP,18.0,47.0,4,0,0,0,2,1,1
2016,Cameron Bairstow,5,CHI,5.7,18.0,3,0,2,3,1,0,0
2016,Leandro Barbosa,2,GSW,15.9,68.0,2,1,1,1,3,1,1
2016,J.J. Barea,1,DAL,22.5,74.0,5,0,3,0,3,2,3
2016,Andrea Bargnani,5,BRK,13.8,46.0,3,0,2,0,2,2,2
2016,Harrison Barnes,3,GSW,30.9,66.0,4,1,0,2,3,3,3
2016,Matt Barnes,3,MEM,28.8,76.0,4,1,1,2,2,2,1
2016,Will Barton,2,DEN,28.7,82.0,5,1,2,2,3,3,3
2016,Brandon Bass,4,LAL,20.3,66.0,0,2,0,3,4,3,2
2016,Nicolas Batum,3,CHO,35.0,70.0,5,1,5,2,3,3,3
2016,Jerryd Bayless,2,MIL,28.9,52.0,4,1,3,0,3,3,1
2016,Aron Baynes,5,DET,15.2,81.0,0,2,1,3,4,3,2
2016,Kent Bazemore,3,ATL,27.8,75.0,4,3,2,2,3,3,3
2016,Bradley Beal,2,WAS,31.1,55.0,5,1,2,0,3,2,3
2016,Michael Beasley,4,HOU,18.2,20.0,3,0,2,3,4,2,4
2016,Marco Belinelli,2,SAC,24.6,68.0,4,0,2,0,2,1,1
2016,Anthony Bennett,4,TOR,4.4,19.0,4,0,0,3,1,1,0
2016,Patrick Beverley,1,HOU,28.7,71.0,4,3,3,1,3,3,1
2016,Bismack Biyombo,5,TOR,22.0,82.0,0,4,1,5,3,3,2
2016,Nemanja Bjelica,4,MIN,17.9,60.0,4,1,1,3,3,1,1
2016,Tarik Black,5,LAL,12.7,39.0,0,2,1,3,3,1,0
2016,DeJuan Blair,5,WAS,7.5,29.0,0,0,1,3,1,0,0
2016,Steve Blake,1,DET,17.0,58.0,4,0,4,0,2,1,1
2016,Eric Bledsoe,1,PHO,34.2,31.0,5,3,5,1,4,2,5
2016,Bojan Bogdanović,3,BRK,26.8,79.0,4,0,2,0,3,2,3
2016,Andrew Bogut,5,GSW,20.7,70.0,2,4,4,5,3,3,2
2016,Matt Bonner,5,SAS,6.9,30.0,4,0,0,1,3,1,0
2016,Devin Booker,2,PHO,27.7,76.0,5,0,3,0,2,2,3
2016,Trevor Booker,4,UTA,20.7,79.0,2,1,1,3,3,3,2
2016,Chris Bosh*,4,MIA,33.5,53.0,5,1,2,2,4,4,5
2016,Avery Bradley,2,BOS,33.4,76.0,5,3,2,2,3,3,3
2016,Elton Brand,5,PHI,13.2,17.0,0,1,1,3,2,1,0
2016,Corey Brewer,3,HOU,20.4,82.0,4,1,1,1,2,1,1
2016,Aaron Brooks,1,CHI,16.1,69.0,4,0,3,0,2,2,1
2016,Anthony Brown,3,LAL,20.7,29.0,4,0,0,0,1,1,0
2016,Lorenzo Brown,1,PHO,7.6,8.0,3,0,3,0,1,0,0
2016,Markel Brown,2,BRK,15.8,62.0,2,1,2,0,2,1,1
2016,Kobe Bryant*,3,LAL,28.2,66.0,5,0,2,0,2,2,3
2016,Chase Budinger,3,IND,14.9,49.0,2,1,1,1,2,1,0
2016,Chase Budinger,3,PHO,11.8,17.0,2,0,1,0,3,1,0
2016,Reggie Bullock,3,DET,11.6,37.0,4,0,0,1,3,1,0
2016,Trey Burke,1,UTA,21.3,64.0,5,0,2,0,2,2,3
2016,Alec Burks,2,UTA,25.7,31.0,3,0,2,1,2,2,3
2016,Caron Butler,3,SAC,10.4,17.0,2,1,0,1,2,1,0
2016,Jimmy Butler,2,CHI,36.9,67.0,3,3,3,2,4,4,5
2016,Rasual Butler,3,SAS,9.4,46.0,2,2,0,1,3,1,0
2016,Bruno Caboclo,3,TOR,7.2,6.0,1,0,4,0,0,0,0
2016,José Calderón,1,NYK,28.1,72.0,4,1,3,1,3,3,1
2016,Kentavious Caldwell-Pope,2,DET,36.7,76.0,4,3,2,2,2,3,3
2016,Isaiah Canaan,2,PHI,25.5,77.0,5,0,2,0,2,2,3
2016,Clint Capela,5,HOU,19.1,77.0,0,4,0,5,4,3,2
2016,DeMarre Carroll,3,TOR,30.2,26.0,4,3,0,1,2,2,3
2016,Vince Carter,2,MEM,16.8,60.0,4,1,0,1,2,2,1
2016,Michael Carter-Williams,1,MIL,30.5,54.0,3,3,3,2,2,2,2
2016,Omri Casspi,4,SAC,27.2,69.0,4,1,1,2,3,3,3
2016,Willie Cauley-Stein,5,SAC,21.4,66.0,0,2,0,4,3,3,2
2016,Mario Chalmers,1,MIA,20.0,6.0,2,3,3,1,1,1,2
2016,Mario Chalmers,1,MEM,22.8,55.0,3,3,3,1,4,3,3
2016,Tyson Chandler,5,PHO,24.5,66.0,0,1,1,3,3,3,2
2016,Rakeem Christmas,4,IND,6.0,1.0,1,0,0,1,5,2,0
2016,Ian Clark,2,GSW,8.8,66.0,4,0,1,1,3,2,0
2016,Coty Clarke,3,BOS,2.0,3.0,5,0,2,1,4,4,0
2016,Jordan Clarkson,2,LAL,32.3,79.0,5,1,2,0,2,2,3
2016,Norris Cole,1,NOP,26.6,45.0,3,1,3,0,2,2,2
2016,Darren Collison,1,SAC,30.0,74.0,4,1,3,0,3,3,3
2016,Nick Collison,4,OKC,11.8,59.0,0,0,4,3,2,1,0
2016,Mike Conley,1,MEM,31.4,56.0,5,1,5,1,4,4,3
2016,Pat Connaughton,2,POR,4.2,34.0,2,0,1,0,1,0,0
2016,Chris Copeland,4,MIL,6.5,24.0,4,0,0,0,1,0,0
2016,Bryce Cotton,1,PHO,11.0,3.0,1,1,4,0,1,0,0
2016,Bryce Cotton,1,MEM,1.2,5.0,1,0,0,0,5,2,0
2016,DeMarcus Cousins,5,SAC,34.6,65.0,3,4,2,5,4,4,5
2016,Robert Covington,3,PHI,28.4,67.0,5,3,2,2,3,2,3
2016,Allen Crabbe,2,POR,26.0,81.0,4,1,0,1,3,3,1
2016,Jamal Crawford,2,LAC,26.9,79.0,5,1,2,0,2,2,3
2016,Jae Crowder,3,BOS,31.6,73.0,4,3,2,2,3,4,3
2016,Dante Cunningham,3,NOP,24.6,80.0,2,0,0,1,2,1,1
2016,Jared Cunningham,2,CLE,8.9,40.0,2,0,1,1,1,0,0
2016,Jared Cunningham,2,MIL,13.8,4.0,4,0,1,0,1,0,0
2016,Seth Curry,1,SAC,15.7,44.0,4,0,1,0,3,2,1
2016,Stephen Curry,1,GSW,34.2,79.0,5,3,5,2,4,5,5
2016,Troy Daniels,2,CHO,11.1,43.0,4,0,2,0,3,2,1
2016,Anthony Davis,5,NOP,35.5,61.0,3,4,2,5,4,4,5
2016,Ed Davis,4,POR,20.8,81.0,0,4,1,5,4,3,2
2016,Branden Dawson,4,LAC,4.8,6.0,0,0,0,0,1,1,0
2016,Dewayne Dedmon,5,ORL,12.2,58.0,0,2,1,4,4,1,0
2016,Bryce Dejean-Jones,2,NOP,19.9,14.0,4,1,1,1,2,1,1
2016,Sam Dekker,4,HOU,2.0,3.0,1,5,0,1,0,1,0
2016,Matthew Dellavedova,1,CLE,24.6,76.0,4,1,3,1,2,3,1
2016,Luol Deng,4,MIA,32.4,74.0,4,3,0,2,3,3,3
2016,DeMar DeRozan,2,TOR,35.9,78.0,3,1,3,2,4,4,5
2016,Boris Diaw,4,SAS,18.2,76.0,2,1,3,2,3,3,2
2016,Gorgui Dieng,5,MIN,27.1,82.0,2,4,1,5,4,3,2
2016,Spencer Dinwiddie,1,DET,13.3,12.0,0,0,2,0,1,0,0
2016,Toney Douglas,1,NOP,20.7,61.0,4,1,3,1,3,2,1
2016,Goran Dragić,1,MIA,32.8,72.0,3,1,5,2,3,3,3
2016,Andre Drummond,5,DET,32.9,81.0,3,4,2,5,4,3,4
2016,Jared Dudley,4,WAS,25.9,81.0,4,1,1,2,3,3,1
2016,Duje Dukan,3,SAC,24.0,1.0,1,0,0,0,1,0,1
2016,Tim Duncan*,5,SAS,25.2,61.0,0,4,3,5,4,3,2
