Year,Player,Pos,Tm,MP,G,shooting,peri_def,playmaker,pro_rim,efficiency,influence,scoring
2017,Markieff Morris,4,WAS,31.2,76.0,2,3,2,3,3,3,4
2017,Anthony Morrow,2,OKC,15.7,40.0,4,1,0,0,2,2,1
2017,Anthony Morrow,2,CHI,9.7,9.0,4,0,0,0,3,3,1
2017,Donatas Motiejūnas,4,NOP,14.1,34.0,2,1,1,1,2,2,0
2017,Timofey Mozgov,5,LAL,20.4,54.0,0,0,1,2,3,2,2
2017,Emmanuel Mudiay,1,DEN,25.6,55.0,2,1,4,0,2,3,3
2017,Shabazz Muhammad,3,MIN,19.4,78.0,2,0,0,0,3,3,2
2017,Dejounte Murray,1,SAS,8.5,38.0,2,0,4,0,2,3,0
2017,Jamal Murray,2,DEN,21.5,82.0,5,1,2,0,2,3,1
2017,Mike Muscala,5,ATL,17.7,70.0,2,2,1,1,3,4,1
2017,Larry Nance Jr.,4,LAL,22.9,63.0,2,3,1,3,3,4,2
2017,Shabazz Napier,1,POR,9.7,53.0,4,1,4,0,3,3,0
2017,Maurice Ndour,4,NYK,10.3,32.0,0,1,1,2,2,2,0
2017,Gary Neal,2,ATL,9.0,2.0,0,0,0,0,0,1,0
2017,Jameer Nelson,1,DEN,27.3,75.0,4,1,4,0,3,2,1
2017,Raul Neto,1,UTA,8.7,40.0,2,1,1,1,3,2,0
2017,Georges Niang,4,IND,4.0,23.0,2,0,1,0,1,1,0
2017,Andrew Nicholson,4,WAS,8.3,28.0,2,1,1,0,2,2,0
2017,Andrew Nicholson,4,BRK,11.1,10.0,2,1,1,0,2,2,0
2017,Joakim Noah,5,NYK,22.1,46.0,0,2,4,3,3,2,0
2017,Nerlens Noel,5,PHI,19.4,29.0,0,3,1,4,5,3,2
2017,Nerlens Noel,5,DAL,22.0,22.0,0,2,1,4,5,3,2
2017,Lucas Nogueira,5,TOR,19.1,57.0,0,2,3,4,4,4,0
2017,Steve Novak,4,MIL,2.8,8.0,1,0,0,0,1,1,0
2017,Dirk Nowitzki*,4,DAL,26.4,54.0,5,2,2,3,3,3,3
2017,Jusuf Nurkić,5,DEN,17.9,45.0,0,2,4,4,3,3,2
2017,Jusuf Nurkić,5,POR,29.2,20.0,0,2,4,5,5,3,4
2017,David Nwaba,2,LAL,19.9,20.0,0,1,1,0,3,2,2
2017,Johnny O'Bryant,4,DEN,6.6,7.0,2,0,1,2,3,3,0
2017,Johnny O'Bryant,4,CHO,8.5,4.0,3,0,2,2,3,3,0
2017,Kyle O'Quinn,5,NYK,15.6,79.0,0,2,4,4,5,4,2
2017,Daniel Ochefu,5,WAS,3.9,19.0,1,0,1,2,2,1,0
2017,Jahlil Okafor,5,PHI,22.7,50.0,0,2,2,3,3,3,4
2017,Victor Oladipo,2,OKC,33.2,67.0,5,3,2,1,3,4,3
2017,Kelly Olynyk,5,BOS,20.5,75.0,2,1,4,1,3,4,2
2017,Arinze Onuaku,5,ORL,3.5,8.0,1,0,3,2,2,2,0
2017,Chinanu Onuaku,5,HOU,10.4,5.0,0,1,3,1,4,2,0
2017,Kelly Oubre Jr.,3,WAS,20.3,79.0,4,1,0,1,2,2,1
2017,Zaza Pachulia,5,GSW,18.1,70.0,0,3,4,3,3,4,2
2017,Georgios Papagiannis,5,SAC,16.1,22.0,0,2,1,4,3,2,2
2017,Jabari Parker,4,MIL,33.9,51.0,3,1,2,1,5,4,5
2017,Tony Parker*,1,SAS,25.2,63.0,2,1,5,0,3,3,2
2017,Chandler Parsons,3,MEM,19.9,34.0,4,1,1,0,2,2,1
2017,Lamar Patterson,2,ATL,8.0,5.0,2,0,4,0,1,1,0
2017,Patrick Patterson,4,TOR,24.6,65.0,4,1,0,1,3,4,1
2017,Chris Paul,1,LAC,31.5,61.0,5,3,5,1,5,5,3
2017,Adreian Payne,4,MIN,7.5,18.0,2,1,2,4,3,3,0
2017,Cameron Payne,1,OKC,16.0,20.0,4,1,2,0,1,2,1
2017,Cameron Payne,1,CHI,12.9,11.0,1,0,2,0,2,1,1
2017,Elfrid Payton,1,ORL,29.4,82.0,2,3,5,1,3,4,4
2017,Gary Payton II,1,MIL,16.5,6.0,2,1,3,0,1,2,0
2017,Paul Pierce*,3,LAC,11.1,25.0,4,0,1,0,2,2,0
2017,Marshall Plumlee,5,NYK,8.1,21.0,0,0,3,2,3,2,0
2017,Mason Plumlee,5,POR,28.1,54.0,0,2,4,3,5,4,4
2017,Mason Plumlee,5,DEN,23.4,27.0,0,2,4,4,3,3,2
2017,Miles Plumlee,5,MIL,9.7,32.0,0,1,3,2,2,2,0
2017,Miles Plumlee,5,CHO,13.4,13.0,0,1,3,2,3,2,0
2017,Jakob Poeltl,5,TOR,11.6,54.0,0,1,1,2,3,2,0
2017,Otto Porter Jr.,3,WAS,32.6,80.0,4,3,0,3,5,5,3
2017,Bobby Portis,4,CHI,15.6,64.0,2,0,0,2,3,3,2
2017,Kristaps Porziņģis,4,NYK,32.8,66.0,5,2,2,3,3,4,3
2017,Dwight Powell,5,DAL,17.3,77.0,2,3,0,1,5,4,2
2017,Norman Powell,2,TOR,18.0,76.0,2,1,2,1,3,3,2
2017,Alex Poythress,4,PHI,26.2,6.0,4,0,0,2,3,2,2
2017,Ronnie Price,1,PHO,9.6,14.0,4,1,1,0,1,2,0
2017,Taurean Prince,3,ATL,16.6,59.0,2,1,1,1,2,2,1
2017,Tim Quarterman,2,POR,5.0,16.0,1,0,4,0,3,3,0
2017,Chasson Randle,1,PHI,9.3,8.0,4,1,2,0,5,3,1
2017,Chasson Randle,1,NYK,12.5,18.0,4,0,4,0,3,3,1
2017,Julius Randle,4,LAL,28.8,74.0,2,1,4,3,3,3,4
2017,Zach Randolph,4,MEM,24.5,73.0,3,1,2,3,3,3,4
2017,J.J. Redick,2,LAC,28.2,78.0,5,1,2,0,3,4,3
2017,Willie Reed,5,MIA,14.5,71.0,0,2,0,4,3,4,2
2017,Josh Richardson,2,MIA,30.5,53.0,4,3,1,1,2,2,3
2017,Malachi Richardson,2,SAC,9.0,22.0,2,0,1,0,2,2,0
2017,Austin Rivers,2,LAC,27.8,74.0,5,1,4,0,3,3,3
2017,Andre Roberson,3,OKC,30.1,79.0,1,3,0,3,2,2,1
2017,Brian Roberts,1,CHO,10.1,41.0,2,0,4,0,2,2,0
2017,Glenn Robinson III,3,IND,20.7,69.0,4,1,0,1,3,2,1
2017,Thomas Robinson,4,LAL,11.7,48.0,0,1,1,2,3,3,0
2017,Sergio Rodríguez,1,PHI,22.3,68.0,4,1,5,0,2,3,1
2017,Rajon Rondo,1,CHI,26.7,69.0,2,3,5,1,2,3,2
2017,Derrick Rose,1,NYK,32.5,64.0,3,0,5,0,3,3,4
2017,Terrence Ross,3,TOR,22.4,54.0,5,1,0,1,3,4,3
2017,Terrence Ross,3,ORL,31.2,24.0,5,3,1,0,3,2,3
2017,Terry Rozier,1,BOS,17.1,74.0,4,1,1,1,2,2,1
2017,Ricky Rubio,1,MIN,32.9,75.0,2,3,5,1,3,4,2
2017,Damjan Rudež,3,ORL,7.0,45.0,1,1,1,0,2,2,0
2017,Brandon Rush,2,MIN,21.9,47.0,4,1,1,0,2,2,1
2017,D'Angelo Russell,1,LAL,28.7,63.0,5,3,5,0,3,3,3
2017,Domantas Sabonis,4,OKC,20.1,81.0,2,1,1,1,2,2,1
2017,Larry Sanders,5,CLE,2.6,5.0,0,1,3,2,1,1,0
2017,Dario Šarić,4,PHI,26.3,81.0,5,1,2,3,2,3,3
2017,Tomáš Satoranský,2,WAS,12.6,57.0,2,1,4,0,2,2,0
2017,Dennis Schröder,1,ATL,31.5,79.0,3,3,5,1,3,3,4
2017,Luis Scola,4,BRK,12.8,36.0,2,0,1,2,3,2,1
2017,Mike Scott,4,ATL,10.8,18.0,2,0,1,0,1,2,0
2017,Thabo Sefolosha,3,ATL,25.7,62.0,2,3,1,1,3,2,1
2017,Wayne Selden,2,NOP,15.7,3.0,4,1,3,0,4,2,1
2017,Wayne Selden,2,MEM,17.2,11.0,2,0,1,0,2,2,0
2017,Kevin Séraphin,4,IND,11.4,49.0,0,0,1,2,3,2,0
2017,Ramon Sessions,1,CHO,16.2,50.0,2,1,4,0,2,3,1
2017,Iman Shumpert,2,CLE,25.5,76.0,4,1,1,1,2,2,1
2017,Pascal Siakam,4,TOR,15.6,55.0,0,2,1,4,3,2,0
2017,Jonathon Simmons,2,SAS,17.8,78.0,2,1,1,1,2,2,2
2017,Kyle Singler,3,OKC,12.0,32.0,4,0,1,0,2,2,0
2017,Marcus Smart,2,BOS,30.4,79.0,4,3,4,1,2,3,3
2017,Ish Smith,1,DET,24.1,81.0,2,3,5,1,2,3,2
2017,J.R. Smith,2,CLE,29.0,41.0,4,1,0,0,2,2,1
2017,Jason Smith,5,WAS,14.4,74.0,2,2,1,4,3,2,1
2017,Tony Snell,2,MIL,29.2,80.0,4,1,0,0,3,2,1
2017,Marreese Speights,5,LAC,15.7,82.0,5,1,2,3,3,4,1
2017,Tiago Splitter,5,PHI,9.5,8.0,3,0,2,2,3,3,0
2017,Nik Stauskas,2,PHI,27.4,80.0,4,1,4,1,2,2,1
2017,Lance Stephenson,2,NOP,27.0,6.0,0,0,5,0,2,2,2
2017,Lance Stephenson,2,MIN,11.2,6.0,0,0,1,0,2,2,0
2017,Lance Stephenson,2,IND,22.0,6.0,2,1,4,1,2,2,1
2017,Jarnell Stokes,5,DEN,3.5,2.0,0,5,0,4,4,3,0
2017,Diamond Stone,5,LAC,3.4,7.0,3,0,2,2,1,1,0
2017,Rodney Stuckey,1,IND,17.8,39.0,2,0,4,0,2,3,2
2017,Jared Sullinger,4,TOR,10.7,11.0,2,0,0,2,1,2,0
2017,Edy Tavares,5,ATL,4.0,1.0,1,0,0,0,4,3,0
2017,Edy Tavares,5,CLE,24.0,1.0,1,4,3,5,4,2,2
2017,Isaiah Taylor,1,HOU,13.0,4.0,0,0,0,0,0,2,0
2017,Jeff Teague,1,IND,32.4,82.0,2,3,5,1,5,4,3
2017,Mirza Teletović,4,MIL,16.2,70.0,4,0,0,0,2,2,1
2017,Garrett Temple,2,SAC,26.6,65.0,4,3,4,1,3,2,1
2017,Jason Terry,2,MIL,18.4,74.0,4,1,1,0,3,2,1
2017,Isaiah Thomas,1,BOS,33.8,76.0,5,1,5,0,5,5,5
2017,Lance Thomas,4,NYK,21.0,46.0,4,0,0,0,2,2,1
2017,Hollis Thompson,2,PHI,18.1,31.0,4,1,0,0,2,2,1
2017,Hollis Thompson,2,NOP,21.2,9.0,4,1,0,0,1,2,0
2017,Klay Thompson,2,GSW,34.0,78.0,5,3,2,1,5,4,5
2017,Tristan Thompson,5,CLE,29.9,78.0,0,2,1,3,3,4,2
2017,Marcus Thornton,2,WAS,17.4,33.0,4,1,1,0,2,2,1
2017,Mike Tobey,5,CHO,12.5,2.0,1,0,3,0,1,2,0
2017,Anthony Tolliver,4,SAC,22.7,65.0,4,1,1,1,3,2,1
2017,Axel Toupane,3,MIL,3.0,2.0,1,0,0,0,0,1,0
2017,Axel Toupane,3,NOP,20.5,2.0,1,1,0,0,4,2,1
2017,Karl-Anthony Towns,5,MIN,37.0,82.0,3,2,2,3,5,5,5
2017,P.J. Tucker,3,PHO,28.5,57.0,4,3,1,1,2,2,1
2017,P.J. Tucker,3,TOR,25.4,24.0,4,3,0,1,2,2,1
2017,Evan Turner,3,POR,25.5,65.0,2,1,4,1,2,2,2
2017,Myles Turner,5,IND,31.4,81.0,2,2,1,5,5,4,4
2017,Beno Udrih,1,DET,14.4,39.0,2,0,5,0,3,3,2
2017,Tyler Ulis,1,PHO,18.4,61.0,2,1,5,0,2,3,2
2017,Jarrod Uthoff,4,DAL,12.8,9.0,2,0,0,2,2,2,0
2017,Jonas Valančiūnas,5,TOR,25.8,80.0,2,2,1,3,5,4,4
2017,Denzel Valentine,2,CHI,17.1,57.0,4,1,1,1,2,2,1
2017,Fred VanVleet,1,TOR,7.9,37.0,2,1,2,0,2,3,0
2017,Anderson Varejão,5,GSW,6.6,14.0,0,1,3,2,2,2,0
2017,Greivis Vásquez,1,BRK,13.0,3.0,2,1,1,0,1,2,0
2017,Rashad Vaughn,2,MIL,11.2,41.0,4,1,0,0,2,2,0
2017,Noah Vonleh,4,POR,17.1,74.0,2,1,1,2,2,2,0
2017,Nikola Vučević,5,ORL,28.8,75.0,3,3,2,3,3,4,4
2017,Sasha Vujačić,2,NYK,9.7,42.0,4,0,1,0,2,2,0
2017,Dwyane Wade*,2,CHI,29.9,60.0,3,3,2,1,3,4,4
2017,Dion Waiters,2,MIA,30.1,46.0,5,1,5,1,3,3,3
2017,Kemba Walker,1,CHO,34.7,79.0,5,3,5,1,5,5,5
2017,John Wall,1,WAS,36.4,78.0,3,3,5,1,5,5,5
2017,T.J. Warren,3,PHO,31.0,66.0,2,3,0,1,3,4,4
2017,C.J. Watson,1,ORL,16.3,62.0,4,1,4,0,2,2,0
2017,Briante Weber,1,GSW,6.6,7.0,0,1,1,0,1,1,0
2017,Briante Weber,1,CHO,12.2,13.0,0,1,1,0,2,2,0
2017,David West,5,GSW,12.6,68.0,2,2,4,4,3,3,0
2017,Russell Westbrook,1,OKC,34.6,81.0,5,3,5,3,5,5,5
2017,Okaro White,4,MIA,13.5,35.0,4,1,1,1,2,2,0
2017,Isaiah Whitehead,1,BRK,22.5,73.0,2,1,4,0,2,2,2
2017,Hassan Whiteside,5,MIA,32.6,77.0,0,2,2,5,5,4,4
2017,Andrew Wiggins,3,MIN,37.2,82.0,3,1,2,0,3,4,5
2017,C.J. Wilcox,2,ORL,4.9,22.0,4,0,1,0,1,2,0
2017,Alan Williams,5,PHO,15.1,47.0,0,2,1,4,5,3,2
2017,Deron Williams,1,DAL,29.3,40.0,5,0,5,0,3,3,3
2017,Deron Williams,1,CLE,20.3,24.0,4,0,4,0,3,2,1
2017,Derrick Williams,4,MIA,15.1,25.0,2,1,0,0,2,2,1
2017,Derrick Williams,4,CLE,17.1,25.0,4,0,1,0,3,2,1
2017,Lou Williams,2,LAL,24.2,58.0,5,1,2,0,5,4,5
2017,Lou Williams,2,HOU,25.7,23.0,5,1,2,0,3,3,3
2017,Marvin Williams,4,CHO,30.2,76.0,4,3,0,3,3,4,3
2017,Reggie Williams,3,NOP,13.2,6.0,4,1,0,0,2,2,1
2017,Troy Williams,3,MEM,17.4,24.0,2,1,1,1,2,2,0
2017,Troy Williams,3,HOU,23.2,6.0,4,0,1,0,3,2,1
2017,Kyle Wiltjer,4,HOU,3.1,14.0,4,1,3,2,2,2,0
2017,Justise Winslow,3,MIA,34.7,18.0,2,3,4,1,1,2,2
2017,Jeff Withey,5,UTA,8.5,51.0,0,2,1,4,5,3,0
2017,Christian Wood,4,CHO,8.2,13.0,0,2,3,2,3,2,0
2017,Metta World Peace,3,LAL,6.4,25.0,4,1,2,0,1,2,0
2017,Brandan Wright,4,MEM,16.0,28.0,0,2,0,4,5,3,2
2017,Delon Wright,1,TOR,16.5,27.0,2,3,4,1,3,3,1
2017,James Young,2,BOS,7.6,29.0,4,1,0,0,3,2,0
2017,Joe Young,1,IND,4.1,33.0,3,0,2,0,2,3,0
2017,Nick Young,2,LAL,25.9,60.0,5,0,0,0,3,4,3
2017,Thaddeus Young,4,IND,30.2,74.0,2,3,1,3,3,4,2
2017,Cody Zeller,5,CHO,27.8,62.0,0,3,1,3,3,4,2
2017,Tyler Zeller,5,BOS,10.3,51.0,0,0,1,2,3,2,0
2017,Stephen Zimmerman,5,ORL,5.7,19.0,0,0,0,2,1,1,0
2017,Paul Zipser,3,CHI,19.2,44.0,4,1,1,1,2,2,1
2017,Ivica Zubac,5,LAL,16.0,38.0,0,2,1,4,3,3,2
2018,Álex Abrines,2,OKC,15.1,75.0,4,1,0,0,2,2,0
2018,Quincy Acy,4,BRK,19.4,70.0,4,1,1,1,2,0,2
2018,Steven Adams,5,OKC,32.7,76.0,1,3,1,4,3,3,3
2018,Bam Adebayo,5,MIA,19.8,69.0,1,1,1,1,3,2,1
2018,Arron Afflalo,2,ORL,12.9,53.0,4,0,0,0,2,0,0
2018,Cole Aldrich,5,MIN,2.3,21.0,0,0,0,2,1,0,0
2018,LaMarcus Aldridge,5,SAS,33.5,75.0,2,2,2,4,3,4,5
2018,Jarrett Allen,5,BRK,20.0,72.0,2,2,1,3,3,2,1
2018,Kadeem Allen,1,BOS,5.9,18.0,1,0,1,0,1,0,0
2018,Tony Allen,3,NOP,12.4,22.0,2,0,1,0,2,0,1
2018,Al-Farouq Aminu,4,POR,30.0,69.0,4,3,0,1,2,2,2
2018,Justin Anderson,3,PHI,13.7,38.0,4,0,0,0,2,2,1
2018,Kyle Anderson,3,SAS,26.7,74.0,2,3,1,1,3,3,1
2018,Ryan Anderson,4,HOU,26.1,66.0,4,1,0,1,3,2,2
2018,Ike Anigbogu,5,IND,2.7,11.0,1,2,1,3,3,1,0
2018,Giannis Antetokounmpo,4,MIL,36.7,75.0,2,3,5,4,3,4,5
2018,Carmelo Anthony,4,OKC,32.1,78.0,5,1,2,1,2,2,4
2018,OG Anunoby,3,TOR,20.0,74.0,4,1,0,0,2,2,1
2018,Ryan Arcidiacono,1,CHI,12.7,24.0,4,0,1,0,2,0,0
2018,Trevor Ariza,3,HOU,33.9,67.0,5,3,0,1,2,3,2
2018,Darrell Arthur,4,DEN,7.4,19.0,4,1,1,0,2,0,0
2018,Jamel Artis,2,ORL,18.6,15.0,4,0,0,0,2,0,1
2018,Ömer Aşık,5,NOP,8.6,14.0,0,0,1,2,1,0,0
2018,Ömer Aşık,5,CHI,15.3,4.0,0,0,4,0,1,0,0
2018,D.J. Augustin,1,ORL,23.5,75.0,4,1,3,0,3,2,2
2018,Luke Babbitt,3,ATL,15.4,37.0,4,0,0,0,3,0,2
2018,Luke Babbitt,3,MIA,11.2,13.0,3,0,0,0,1,0,0
2018,Dwayne Bacon,2,CHO,13.5,53.0,1,0,0,0,1,0,0
2018,Ron Baker,2,NYK,13.3,29.0,4,1,1,0,2,0,0
2018,Wade Baldwin,1,POR,11.4,7.0,2,0,1,0,3,0,1
2018,Lonzo Ball,1,LAL,34.2,52.0,4,3,5,1,2,2,2
2018,J.J. Barea,1,DAL,23.2,69.0,5,0,5,0,3,2,2
2018,Harrison Barnes,4,DAL,34.2,77.0,5,1,2,1,2,2,4
2018,Will Barton,2,DEN,33.1,81.0,5,1,3,1,3,3,4
2018,Nicolas Batum,2,CHO,31.0,64.0,4,1,3,1,2,2,2
2018,Jerryd Bayless,2,PHI,23.7,39.0,4,1,1,0,2,0,2
2018,Aron Baynes,5,BOS,18.3,81.0,1,2,1,1,2,2,1
2018,Kent Bazemore,2,ATL,27.5,65.0,5,3,3,1,2,2,2
2018,Bradley Beal,2,WAS,36.3,82.0,5,3,3,1,3,3,5
2018,Malik Beasley,2,DEN,9.4,62.0,4,0,0,0,2,0,0
2018,Michael Beasley,4,NYK,22.3,74.0,2,1,2,1,3,1,3
2018,Marco Belinelli,2,ATL,23.3,52.0,5,1,2,0,2,2,2
2018,Marco Belinelli,2,PHI,26.3,28.0,5,1,2,0,3,2,2
2018,Jordan Bell,5,GSW,14.2,57.0,1,2,1,3,3,2,1
2018,DeAndre' Bembry,3,ATL,17.5,26.0,2,1,1,0,2,0,1
2018,Dragan Bender,4,PHO,25.2,82.0,4,0,1,1,2,0,2
2018,Dāvis Bertāns,4,SAS,14.1,77.0,4,1,0,1,3,2,1
2018,Patrick Beverley,2,LAC,30.4,11.0,5,1,3,0,2,1,2
2018,Khem Birch,5,ORL,13.8,42.0,1,1,1,2,3,2,1
2018,Jabari Bird,2,BOS,8.8,13.0,2,0,1,0,3,0,0
2018,Bismack Biyombo,5,ORL,18.2,82.0,1,2,1,3,2,2,1
2018,Nemanja Bjelica,4,MIN,20.5,67.0,4,1,1,1,3,2,1
2018,Tarik Black,5,HOU,10.5,51.0,1,2,1,3,3,0,0
2018,Antonio Blakeney,2,CHI,16.5,19.0,2,0,2,0,2,1,1
2018,Eric Bledsoe,1,PHO,27.7,3.0,5,1,3,0,2,1,4
2018,Eric Bledsoe,1,MIL,31.5,71.0,5,3,5,1,3,3,4
2018,Vander Blue,2,LAL,9.0,5.0,1,0,4,0,1,0,0
2018,Bogdan Bogdanović,2,SAC,27.9,78.0,5,1,3,0,2,2,2
2018,Bojan Bogdanović,3,IND,30.8,80.0,5,1,0,0,3,3,4
2018,Andrew Bogut,5,LAL,9.0,24.0,1,2,4,3,3,0,0
2018,Joel Bolomboy,4,MIL,6.3,6.0,1,0,1,2,2,0,0
2018,Devin Booker,2,PHO,34.5,54.0,5,1,5,0,3,1,5
2018,Trevor Booker,4,BRK,21.9,18.0,2,0,2,2,3,1,3
2018,Trevor Booker,4,PHI,15.0,33.0,1,1,1,2,3,0,1
2018,Trevor Booker,4,IND,15.8,17.0,1,0,0,2,2,0,1
2018,Chris Boucher,4,GSW,1.0,1.0,3,0,2,2,0,1,0
2018,Avery Bradley,2,DET,31.7,40.0,5,1,2,0,2,1,4
2018,Avery Bradley,2,LAC,27.5,6.0,1,1,1,0,2,0,3
2018,Tony Bradley,5,UTA,3.2,9.0,1,0,0,2,1,0,0
2018,Corey Brewer,3,LAL,12.9,54.0,1,1,1,0,2,0,0
2018,Corey Brewer,2,OKC,28.6,18.0,4,3,0,0,3,2,2
2018,Malcolm Brogdon,1,MIL,29.9,48.0,4,1,3,0,3,2,3
2018,Aaron Brooks,1,MIN,5.9,32.0,4,0,2,0,2,1,0
2018,Dillon Brooks,3,MEM,28.7,82.0,4,1,1,0,2,0,2
2018,MarShon Brooks,2,MEM,27.6,7.0,5,1,3,0,3,1,4
2018,Anthony Brown,3,MIN,4.0,1.0,3,0,3,0,4,2,0
2018,Bobby Brown,1,HOU,5.8,20.0,4,0,2,0,1,1,0
2018,Jaylen Brown,2,BOS,30.7,70.0,5,3,2,1,3,2,4
2018,Lorenzo Brown,1,TOR,9.9,14.0,4,0,0,0,2,0,0
2018,Markel Brown,2,HOU,7.8,4.0,3,0,1,0,1,0,0
2018,Sterling Brown,2,MIL,14.4,54.0,4,1,0,0,2,0,0
2018,Nicolás Brussino,3,ATL,2.5,4.0,3,0,0,0,0,0,0
2018,Thomas Bryant,5,LAL,4.8,15.0,1,0,0,0,2,0,0
2018,Reggie Bullock,3,DET,27.9,62.0,5,1,0,0,3,2,2
2018,Trey Burke,1,NYK,21.8,36.0,2,0,5,0,3,2,3
2018,Alec Burks,2,UTA,16.5,64.0,2,1,2,1,2,1,1
2018,Jimmy Butler,2,MIN,36.7,59.0,2,3,3,1,3,4,5
2018,Dwight Buycks,1,DET,14.7,29.0,2,1,3,0,2,1,1
2018,Bruno Caboclo,3,TOR,3.5,2.0,3,1,0,0,0,0,0
2018,Bruno Caboclo,3,SAC,10.0,10.0,4,0,0,3,1,0,0
2018,José Calderón,1,CLE,16.0,57.0,4,0,1,0,3,0,0
2018,Kentavious Caldwell-Pope,2,LAL,33.2,74.0,5,3,0,1,2,3,2
2018,Isaiah Canaan,2,HOU,4.0,1.0,0,0,0,0,0,0,0
2018,Isaiah Canaan,1,PHO,22.0,19.0,4,1,3,0,2,0,2
2018,Clint Capela,5,HOU,27.5,74.0,1,2,0,4,3,3,3
2018,DeMarre Carroll,4,BRK,29.9,73.0,5,1,2,1,2,2,4
2018,Vince Carter,3,SAC,17.7,58.0,4,1,0,0,2,0,1
2018,Michael Carter-Williams,1,CHO,16.1,52.0,2,1,3,1,2,0,1
2018,Alex Caruso,1,LAL,15.2,37.0,4,1,1,0,2,0,0
2018,Omri Casspi,3,GSW,14.0,53.0,2,0,1,2,3,2,1
2018,Willie Cauley-Stein,5,SAC,28.0,73.0,2,3,2,4,3,2,3
2018,Tyler Cavanaugh,4,ATL,13.3,39.0,4,0,0,2,3,0,0
2018,Mario Chalmers,1,MEM,21.5,66.0,4,1,3,0,2,0,1
2018,Tyson Chandler,5,PHO,25.0,46.0,1,0,1,2,3,2,1
2018,Wilson Chandler,3,DEN,31.7,74.0,4,1,1,1,2,2,2
2018,Marquese Chriss,4,PHO,21.2,72.0,4,2,1,3,2,0,1
2018,Ian Clark,2,NOP,19.7,74.0,4,0,0,0,2,0,1
2018,Jordan Clarkson,2,LAL,23.7,53.0,5,1,3,0,3,1,3
2018,Jordan Clarkson,2,CLE,22.6,28.0,5,0,2,0,3,1,2
2018,Gian Clavell,2,DAL,9.1,7.0,4,0,0,0,2,0,0
2018,Antonius Cleveland,2,DAL,6.2,13.0,1,1,0,3,1,0,0
2018,Antonius Cleveland,2,ATL,10.5,4.0,4,0,4,0,3,0,0
2018,John Collins,4,ATL,24.1,74.0,2,2,1,4,3,3,3
2018,Zach Collins,5,POR,15.8,66.0,4,1,1,1,2,0,0
2018,Kyle Collinsworth,3,DAL,15.0,32.0,1,1,1,2,2,0,0
2018,Darren Collison,1,IND,29.2,69.0,4,1,3,0,3,3,2
2018,Nick Collison,4,OKC,5.0,15.0,1,0,1,2,3,0,0
2018,Mike Conley,1,MEM,31.1,12.0,5,1,3,0,2,1,4
2018,Pat Connaughton,2,POR,18.1,82.0,4,0,0,0,2,2,1
2018,Quinn Cook,1,GSW,22.4,33.0,4,0,3,0,3,2,2
2018,Charles Cooke,2,NOP,2.9,13.0,4,0,0,0,0,0,0
2018,Jack Cooley,4,SAC,12.4,7.0,1,0,2,2,3,1,1
2018,Matt Costello,5,SAS,8.0,4.0,0,2,1,3,2,0,0
2018,DeMarcus Cousins,5,NOP,36.2,48.0,5,3,5,4,3,3,5
2018,Robert Covington,3,PHI,31.7,80.0,5,3,1,1,2,3,2
2018,Allen Crabbe,2,BRK,29.3,75.0,5,1,0,1,2,2,2
2018,Torrey Craig,3,DEN,16.1,39.0,4,0,0,2,2,0,0
2018,Jamal Crawford,2,MIN,20.7,80.0,5,0,2,0,2,1,2
2018,Jordan Crawford,2,NOP,10.6,5.0,5,0,3,0,3,1,2
2018,Jae Crowder,3,CLE,25.4,53.0,4,1,0,0,2,0,2
2018,Jae Crowder,3,UTA,27.6,27.0,5,1,2,0,2,1,2
2018,Dante Cunningham,3,NOP,21.9,51.0,4,1,0,0,2,0,1
2018,Dante Cunningham,3,BRK,20.3,22.0,4,1,0,2,3,0,1
2018,Stephen Curry,1,GSW,32.0,51.0,5,3,5,1,3,4,5
2018,Troy Daniels,2,PHO,20.5,79.0,5,0,0,0,2,2,2
2018,Anthony Davis,4,NOP,36.4,75.0,2,2,2,4,3,4,5
2018,Deyonta Davis,5,MEM,15.2,62.0,1,2,0,3,3,2,1
2018,Ed Davis,5,POR,18.9,78.0,1,2,1,4,3,2,1
2018,Dewayne Dedmon,5,ATL,24.9,62.0,4,2,1,4,3,2,1
2018,Sam Dekker,4,LAC,12.1,73.0,1,0,0,0,2,0,1
2018,Malcolm Delaney,1,ATL,18.8,54.0,4,1,3,0,2,0,1
2018,Matthew Dellavedova,1,MIL,18.7,38.0,4,0,3,0,2,0,0
2018,Luol Deng,3,LAL,13.0,1.0,0,1,4,0,2,0,0
2018,DeMar DeRozan,2,TOR,33.9,80.0,2,3,5,1,3,4,5
2018,Cheick Diallo,4,NOP,11.2,52.0,1,0,0,2,3,2,1
2018,Gorgui Dieng,5,MIN,16.9,79.0,2,1,1,2,2,2,1
2018,Spencer Dinwiddie,1,BRK,28.8,80.0,5,1,5,0,2,3,2
2018,Tyler Dorsey,2,ATL,17.4,56.0,4,0,2,0,2,1,2
2018,Damyean Dotson,2,NYK,10.8,44.0,4,0,0,0,2,0,0
2018,Milton Doyle,2,BRK,12.5,10.0,4,1,0,0,1,0,0
2018,PJ Dozier,1,OKC,1.5,2.0,0,0,2,2,2,1,0
2018,Goran Dragić,1,MIA,31.7,75.0,5,1,5,1,3,3,4
2018,Larry Drew II,1,PHI,5.0,3.0,0,0,2,0,0,1,0
